Id,SMILES,Protein,Ligand,Heavy Atoms,Mol. weight [g/mol],Exp. Affinity,Binding probability mean,Binding probability std,dG [kcal/mol] mean,dG [kcal/mol] std,Lig. Efficiency [kcal/mol] mean,Lig. Efficiency [kcal/mol] std,Pic50 mean,Pic50 std,Pkd mean,Pkd std
37_lig_assembled_43_pdb,C=CCCCCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,37_lig_assembled_43_pdb_processed.sdf,37,529.547,None,0.2,0.4,-5.693755593,-0.6644936878,-0.1538852863,-0.01795928886,4.301900421,0.4816756408,4.217596735,0.4922175465
38_lig_assembled_44_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccc(Br)cc3)nn2)O1,protein.pdb,38_lig_assembled_44_pdb_processed.sdf,39,616.422,None,0.2,0.4,-7.925311221,-0.6745438525,-0.2032131082,-0.01729599622,5.996180739,0.5420859213,5.870600905,0.499662113
39_lig_assembled_46_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccccc3)nn2)O1,protein.pdb,39_lig_assembled_46_pdb_processed.sdf,38,537.526,None,0.2000000009,0.3999999996,-7.492054244,-0.9128607633,-0.1971593222,-0.02402265166,5.451497963,0.7639444792,5.549669811,0.676193158
40_lig_assembled_47_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](C(=O)O)C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,40_lig_assembled_47_pdb_processed.sdf,49,685.687,None,0.200002361,0.3999988195,-7.89936347,-1.101314709,-0.1612114994,-0.0224758104,6.044516087,0.8841099155,5.851380348,0.8157886737
41_lig_assembled_48_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCCC3)nn2)O1,protein.pdb,41_lig_assembled_48_pdb_processed.sdf,37,529.547,None,0.2000000552,0.3999999724,-5.541128688,-0.5537522719,-0.1497602348,-0.01496627762,4.177954197,0.6099404516,4.104539769,0.4101868681
42_lig_assembled_49_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCCC3)nn2)O1,protein.pdb,42_lig_assembled_49_pdb_processed.sdf,36,515.52,None,0.2,0.4,-5.697045652,-0.5130020035,-0.1582512681,-0.01425005565,4.162222317,0.4328360493,4.220033816,0.3800014841
44_lig_assembled_50_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](O)CO)nn2)O1,protein.pdb,44_lig_assembled_50_pdb_processed.sdf,36,521.48,None,0.2,0.4,-5.75674675,-0.7818991236,-0.159909632,-0.0217194201,4.087661505,0.6055519847,4.264256852,0.579184536
45_lig_assembled_51_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@]34C[C@H]5C[C@H](C[C@H](C5)C3)C4)nn2)O1,protein.pdb,45_lig_assembled_51_pdb_processed.sdf,41,581.623,None,0.2,0.4,-7.209247214,-0.4910195233,-0.1758352979,-0.01197608594,5.347384725,0.382983998,5.340183122,0.3637181654
46_lig_assembled_52_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccnc3)nn2)O1,protein.pdb,46_lig_assembled_52_pdb_processed.sdf,37,524.487,None,0.2,0.4,-7.557033011,-0.6750832459,-0.2042441354,-0.01824549313,5.792142868,0.3869120663,5.59780223,0.5000616636
47_lig_assembled_53_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)O)nn2)O1,protein.pdb,47_lig_assembled_53_pdb_processed.sdf,35,505.437,None,0.2,0.4,-5.877309777,-0.8740793187,-0.1679231365,-0.02497369482,4.214742047,0.7435625402,4.353562798,0.647466162
48_lig_assembled_54_pdb,CCOC(CCn1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1)OCC,protein.pdb,48_lig_assembled_54_pdb_processed.sdf,40,577.588,None,0.2,0.4,-6.28100878,-0.6469288578,-0.1570252195,-0.01617322144,4.62922614,0.7691006401,4.652599096,0.4792065613
49_lig_assembled_55_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CCNS(C)(=O)=O)nn2)O1,protein.pdb,49_lig_assembled_55_pdb_processed.sdf,38,568.562,None,0.2,0.4,-5.637643657,-0.3710345295,-0.1483590436,-0.009764066566,4.079385792,0.4675529719,4.176032339,0.2748403922
50_lig_assembled_56_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccncc3)nn2)O1,protein.pdb,50_lig_assembled_56_pdb_processed.sdf,37,524.487,None,0.2,0.4,-7.898148843,-0.9913669329,-0.2134634822,-0.02679370089,5.74083989,0.8876979922,5.850480625,0.7343458762
51_lig_assembled_57_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C3CCN(C)CC3)nn2)O1,protein.pdb,51_lig_assembled_57_pdb_processed.sdf,38,544.562,None,0.2,0.4,-5.367840988,-0.5635637657,-0.1412589734,-0.01483062541,4.113486903,0.4749360254,3.97617851,0.4174546412
52_lig_assembled_58_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(c3ccccc3)c3ccccc3)nn2)O1,protein.pdb,52_lig_assembled_58_pdb_processed.sdf,44,613.624,None,0.2,0.4,-8.393824748,-0.678650658,-0.1907687443,-0.01542387859,6.218566009,0.8135992882,6.217647961,0.5027041911
53_lig_assembled_59_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(CO)cn3)nn2)O1,protein.pdb,53_lig_assembled_59_pdb_processed.sdf,39,554.513,None,0.2,0.4,-6.612758292,-0.5674926544,-0.1695579049,-0.0145510937,4.769648279,0.5953503177,4.898339476,0.4203649292
55_lig_assembled_60_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(N)(=O)=O)cc3)nn2)O1,protein.pdb,55_lig_assembled_60_pdb_processed.sdf,41,602.579,None,0.2,0.4,-7.989168242,-0.8618730742,-0.194857762,-0.02102129449,5.839677606,0.8427267354,5.917902402,0.6384244994
56_lig_assembled_61_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3ccsc3)nn2)O1,protein.pdb,56_lig_assembled_61_pdb_processed.sdf,37,543.555,None,0.2,0.4,-5.71622481,-0.6433283,-0.1544925624,-0.01738725135,4.38249554,0.5459398007,4.2342406,0.4765394815
57_lig_assembled_62_pdb,COC[C@@H](C(N)=O)n1cc(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)nn1,protein.pdb,57_lig_assembled_62_pdb_processed.sdf,38,548.506,None,0.2,0.4,-6.256206041,-0.8136548287,-0.1646370011,-0.02141196918,4.518120527,0.6009160969,4.634226697,0.6027072806
58_lig_assembled_63_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncccc3C#N)nn2)O1,protein.pdb,58_lig_assembled_63_pdb_processed.sdf,39,549.497,None,0,0,-6.659596467,-0.789842476,-0.1707588838,-0.02025237118,4.772432361,0.6448359707,4.93303442,0.5850685007
59_lig_assembled_64_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cc(C(=O)O)nc(-c4ccccc4)c3)nn2)O1,protein.pdb,59_lig_assembled_64_pdb_processed.sdf,46,644.594,None,0.2,0.4,-8.264211702,-1.11675384,-0.1796567761,-0.02427725739,6.10286665,0.9139501089,6.121638298,0.8272250668
61_lig_assembled_70_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cnc4ccccc4c3)nn2)O1,protein.pdb,61_lig_assembled_70_pdb_processed.sdf,41,574.547,None,0.2000024362,0.3999987819,-8.361956058,-0.783355698,-0.2039501478,-0.01910623654,6.133031777,0.6127376418,6.194041525,0.58026348
62_lig_assembled_71_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)Nc3ncccn3)nn2)O1,protein.pdb,62_lig_assembled_71_pdb_processed.sdf,41,582.527,None,0.2,0.4,-7.237421261,-0.903121494,-0.1765224698,-0.02202735351,5.423344885,0.8178451897,5.361052786,0.6689788845
63_lig_assembled_72_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(C)(C)CO)nn2)O1,protein.pdb,63_lig_assembled_72_pdb_processed.sdf,36,519.508,None,0.2,0.4,-6.162802679,-0.6669536376,-0.1711889633,-0.01852648993,4.44112696,0.5586980077,4.565039022,0.4940397315
64_lig_assembled_73_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(O)c([N+](=O)[O-])c3)nn2)O1,protein.pdb,64_lig_assembled_73_pdb_processed.sdf,41,584.495,None,0.2,0.4,-6.773186517,-0.854963923,-0.1651996711,-0.02085277861,5.035538469,0.6933348383,5.017175198,0.6333066096
65_lig_assembled_74_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@H](CC(=O)O)CC(C)C)nn2)O1,protein.pdb,65_lig_assembled_74_pdb_processed.sdf,41,589.599,None,0.2,0.4,-7.361649227,-0.7773233933,-0.1795524202,-0.01895910715,5.377548831,0.459943347,5.453073502,0.5757951061
66_lig_assembled_75_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cccc(/C=C/C(=O)O)c3)nn2)O1,protein.pdb,66_lig_assembled_75_pdb_processed.sdf,42,593.546,None,0.2,0.4,-7.628831823,-1.12322596,-0.1816388529,-0.02674347525,5.787759577,0.9527326379,5.650986535,0.83201923
67_lig_assembled_76_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](O)CCc3ccccc3)nn2)O1,protein.pdb,67_lig_assembled_76_pdb_processed.sdf,42,595.606,None,0.2,0.4,-6.981805577,-0.8793530335,-0.1662334661,-0.02093697699,5.037029743,0.8951102099,5.171707835,0.6513726174
68_lig_assembled_77_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(=O)(=O)c4ccc(N)cc4)cc3)nn2)O1,protein.pdb,68_lig_assembled_77_pdb_processed.sdf,47,678.677,None,0.2,0.4,-9.652551167,-0.3746661122,-0.2053734291,-0.00797161941,7.152228832,0.3795308421,7.150037902,0.2775304535
69_lig_assembled_78_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CS(=O)(=O)c3ccccc3)nn2)O1,protein.pdb,69_lig_assembled_78_pdb_processed.sdf,41,601.591,None,0.2,0.4,-7.069139436,-1.189278588,-0.172418035,-0.02900679484,5.066052369,0.8960263331,5.236399582,0.8809471024
70_lig_assembled_79_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C(C)(C)C(=O)c3c[nH]c4ccccc34)nn2)O1,protein.pdb,70_lig_assembled_79_pdb_processed.sdf,45,632.627,None,0.2,0.4,-6.650657906,-0.4238968503,-0.1477923979,-0.009419930008,5.187124763,0.5429310349,4.926413264,0.3139976669
72_lig_assembled_81_pdb,CCOCCc1c(-c2ccccc2)nc(N)nc1N1CC(COC(=O)NC[C@@H](O)[C@@H](O)[C@@H]2O[C@@](OC)(C(=O)O)C[C@H](O)[C@H]2NC(C)=O)NN1,protein.pdb,72_lig_assembled_81_pdb_processed.sdf,49,692.727,None,0.2,0.4,-7.748327085,-0.7350348165,-0.1581291242,-0.01500071054,5.95114054,0.554910539,5.739501544,0.5444702344
73_lig_assembled_82_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC3=CC[C@H]4C[C@@H]3C4(C)C)nn2)O1,protein.pdb,73_lig_assembled_82_pdb_processed.sdf,41,581.623,None,0.2,0.4,-7.027830444,-0.8341310795,-0.1714104986,-0.02034466048,4.93899669,0.6130901534,5.205800329,0.6178748737
74_lig_assembled_83_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](O)Cn3ccnc3[N+](=O)[O-])nn2)O1,protein.pdb,74_lig_assembled_83_pdb_processed.sdf,43,616.541,None,0.2,0.4,-8.435607065,-1.026641275,-0.1961769085,-0.02387537848,6.252656528,1.027551557,6.248597826,0.7604750183
75_lig_assembled_84_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(C[C@@H](C)CN3CCN(c4ccc(Cl)cc4)CC3)nn2)O1,protein.pdb,75_lig_assembled_84_pdb_processed.sdf,48,698.174,None,0.2,0.4,-8.083155145,-0.8099104564,-0.1683990655,-0.01687313451,5.854991572,0.6598400029,5.98752233,0.5999336714
76_lig_assembled_85_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3cc(Cl)ccc3C(=O)N(C)C)nn2)O1,protein.pdb,76_lig_assembled_85_pdb_processed.sdf,43,629.023,None,0.2,0.4,-7.745761177,-0.9972877811,-0.1801339808,-0.02319273909,5.772760527,0.702101205,5.737600871,0.7387316897
77_lig_assembled_86_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@H]3C[C@H]4CC[C@@H](C3)N4C)nn2)O1,protein.pdb,77_lig_assembled_86_pdb_processed.sdf,40,570.6,None,0.2,0.4,-7.124801496,-0.5570714025,-0.1781200374,-0.01392678506,5.255785329,0.5706539221,5.277630738,0.4126454834
78_lig_assembled_87_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn([C@@H]3C[C@H]4CC[C@@H](C3)N4C)nn2)O1,protein.pdb,78_lig_assembled_87_pdb_processed.sdf,40,570.6,None,0.2,0.4,-6.644711402,-0.7747417126,-0.1661177851,-0.01936854282,4.925120047,0.6912412721,4.922008446,0.5738827501
79_lig_assembled_88_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(Cc3cc(Br)cc(Br)c3O)nn2)O1,protein.pdb,79_lig_assembled_88_pdb_processed.sdf,41,711.317,None,0.2,0.4,-9.327152099,-1.206689503,-0.2274915146,-0.02943145128,6.860758645,0.8069902073,6.909001555,0.893844076
80_lig_assembled_89_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ncn4c3c(=O)n(C(C)C)c3ccccc34)nn2)O1,protein.pdb,80_lig_assembled_89_pdb_processed.sdf,48,672.652,None,0.2,0.4,-8.664030852,-0.5986722371,-0.1805006427,-0.01247233827,6.356336526,0.5862497625,6.417800631,0.4434609163
82_lig_assembled_90_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(CC(=O)NC[C@@H](O)Cn3ccnc3[N+](=O)[O-])nn2)O1,protein.pdb,82_lig_assembled_90_pdb_processed.sdf,47,673.593,None,0.2,0.4,-7.582209849,-1.068131458,-0.1613236138,-0.02272620124,5.497547967,1.051867117,5.61645174,0.7912084877
83_lig_assembled_91_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3c4ccccc4nc4ccccc34)nn2)O1,protein.pdb,83_lig_assembled_91_pdb_processed.sdf,45,624.607,None,0.2,0.4,-8.317156301,-0.7261143104,-0.1848256956,-0.01613587357,6.088170801,0.6280198981,6.160856519,0.5378624522
84_lig_assembled_92_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccc(S(=O)(=O)Nc4nccs4)cc3)nn2)O1,protein.pdb,84_lig_assembled_92_pdb_processed.sdf,46,685.694,None,0.2,0.4,-8.480029872,-0.6628560885,-0.1843484755,-0.01440991497,6.41442837,0.8414488342,6.281503609,0.49100451
85_lig_assembled_93_pdb,CO[C@]1(C(=O)O)C[C@H](O)[C@@H](NC(C)=O)[C@H]([C@H](O)[C@H](O)CNC(=O)OCc2cn(-c3ccccc3I)nn2)O1,protein.pdb,85_lig_assembled_93_pdb_processed.sdf,38,649.395,None,0.2,0.4,-6.358145632,-0.9262514207,-0.1673196219,-0.02437503739,4.573996203,0.8506503064,4.709737505,0.6861121635